link,paragraphe
https://www.premierleague.com/,"See how the Premier League and its clubs work with fans, The FA, EFL, PFA, Kick It Out and the police to tackle discrimination on and off the pitch."
https://www.dhnet.be/sports/football,"Comparez vos résultats, complétez les fiches des clubs et partagez vos émotions !"
https://www.sport.fr/football/,"Pep Guardiola, entraineur de Manchester City, était en conférence de presse avant le déplacement à Southampton en quart de finale..."
https://www.sport.fr/football/,Les plus grands club européens s'intéressent à Jonathan David et voudraient le signer l'été prochain. Le buteur canadien va être...
https://www.europe1.fr/dossiers/football,"Le calendrier de la discipline est partagé entre les compétitions de clubs, soit au niveau national lors de championnats ou de coupes, soit au niveau international avec les compétitions continentales comme la Ligue des champions, la Ligue Europa, et les compétitions opposant les sélections nationales, comme la Coupe du monde ou le championnat d’Europe."
https://www.europe1.fr/dossiers/football,"Acharnée entre les clubs et les sélections, la compétition est tout aussi rude entre les deux plus grandes stars au monde, l’Argentin du FC Barcelone Lionel Messi, et le Portugais de la Juventus Turin Cristiano Ronaldo, qui ont raflé à eux deux onze des douze derniers trophées du Ballon d’or."
https://www.europe1.fr/dossiers/football,"Comme pour la majorité des sports professionnels, le déroulement de la saison 2019-2020 a été perturbé par l’épidémie de coronavirus, qui a entrainé la suspension de la quasi-intégralité des compétitions. En France, le championnat n’a d’ailleurs pas repris et les autorités ont officialisé le troisième titre consécutif du Paris Saint-Germain, après 28 journées. Depuis la saison 2012-2013, le club de la capitale règne sur la Ligue 1, avec 7 titres."
https://www.europe1.fr/dossiers/football,"L'équipe de France de football accueille cette année trois nouveaux joueurs, dont Jonathan Clauss. A 29 ans, le latéral droit du Racing Club de Lens a fait ses premiers pas à Clairefontaine cette semaine. Des étoiles dans les yeux, il s'est confié à Europe 1 dans une interview exclusive."
https://www.europe1.fr/dossiers/football,"Selon des estimations du quotidien ""L'Équipe"" publiées mardi, le salaire mensuel brut moyen des joueurs du PSG s'élèverait à 990.000 euros, l'attaquant brésilien Neymar étant le mieux payé avec plus de quatre millions d'euros par mois. Le Paris SG, contrôle par un fonds qatari, est..."
https://www.europe1.fr/dossiers/football,"Ce vendredi 18 mars, avait lieu le tirage au sort des quarts de finale des différentes coupes d'Europe. Deux clubs Français sont encore en course, Lyon en Ligue Europa et Marseille en Ligue Europa Conférence. Les Lyonnais défieront les Anglais de West Ham, tandis que l'OM devra jouer des coudes..."
https://www.europe1.fr/dossiers/football,"Il est la grande nouveauté de la liste de Didier Deschamps. Le défenseur du RC Lens, Jonathan Clauss, a été appelé pour la première fois en équipe de France ce jeudi 17 mars, pour les deux matchs amicaux prévus contre la Côte d'ivoire et l'Afrique du Sud. Un aboutissement pour le joueur,..."
https://www.europe1.fr/dossiers/football,"Dernier club français encore en lice en Ligue des champions, le Losc reçoit Chelsea mercredi soir (21 heures) pour le match retour des huitièmes de finale de la compétition. Une rencontre à suivre en direct et en intégralité sur Europe 1. Battus 2-0 à l'aller, les Lillois devront effacer..."
https://www.europe1.fr/dossiers/football,"Mercredi soir, Lille affronte Chelsea au stade Pierre-Mauroy de Villeneuve-d'Ascq dans le cadre de la huitième de finale retour de la Ligue des champions. Une rencontre chamboulée par la guerre en Ukraine. En effet, le patron de Chelsea n'est autre que l'oligarque russe Roman Abramovich dont la..."
https://www.europe1.fr/dossiers/football,"Quatre jours après son élimination retentissante de la Ligue des champions, le PSG affronte Bordeaux dimanche à 13 heures au Parc des Princes pour la 28e journée de Ligue 1. Un retour aux affaires courantes qui s'annonce difficile parce que l'équipe reste sur la déception de mercredi, et..."
https://www.europe1.fr/dossiers/football,"Le Paris Saint-Germain s'arrête dès les huitièmes de finale de la Ligue des champions, après sa défaite mercredi soir au match retour contre le Real Madrid (3-1). Menés à la pause sur un but de Kylian Mbappé, les Madrilènes ont renversé la situation grâce à un triplé de Karim Benzema."
https://www.europe1.fr/dossiers/football,"En exclusivité pour ""Europe 1 Sport"", le milieu de terrain italien du Paris Saint-Germain, Marco Verratti, est revenu sur ses deux matchs de suspension pour avoir tenu des propos insultants envers les arbitres un soir de défaite, le 19 février dernier. Il affirme cependant n'avoir ""jamais..."
https://www.europe1.fr/dossiers/football,"La guerre en Ukraine percute le monde sportif depuis quelques jours, avec dernièrement l'exclusion des athlètes russes et biélorusses des Jeux paralympiques de Pékin. Cosignataire d'une tribune appelant à la paix, la médaillée olympique de taekwondo, Marlène Harnois, explique dans ""Europe..."
https://www.europe1.fr/dossiers/football,"Le directeur sportif du Paris Saint-Germain, Leonardo, a déclaré que le club de la capitale allait ""tout essayer"" pour prolonger le contrat de sa star française, Kylian Mbappé, qui s'achève en juin. Il a également démenti lui avoir proposé un salaire mirobolant de 50 millions d'euros..."
https://www.europe1.fr/dossiers/football,"Le propriétaire emblématique de Chelsea, Roman Abramovitch, a annoncé mercredi la vente du club de foot londonien en raison de la guerre en Ukraine, alors que le milliardaire russe est réputé proche de Vladimir Poutine. L'éditorialiste Virginie Phulpin estime qu'il aura transformé la..."
https://www.europe1.fr/dossiers/football,"Avec la crise ukrainienne, la communauté internationale prend des sanctions à l'égard de la Russie, et celles-ci concernent également le domaine du sport. Les athlètes russes deviennent personæ non gratæ. En France, le club de football de l’AS Monaco, détenu par l'oligarque Dmitri..."
https://www.europe1.fr/dossiers/football,"Chaque jour, la matinale d'Europe 1 revient sur l'un des événements sportifs qui fait l'actualité. Ce lundi, Virginie Phulpin s'intéresse au Mondial 2022 qui se jouera dans quelques mois. Selon elle, la Fifa n’a pas d’autre choix que d’exclure la Russie."
https://www.europe1.fr/dossiers/football,"Fabien Barthez est le nouvel invité exceptionnel d’Europe 1 Sport. Il répond aux questions de Lionel Rosso et de l’éditorialiste Jacques Vendroux . Une prise de parole rare pour l’ancien gardien de but de l’équipe de France, reconverti depuis 14 ans notamment dans le sport automobile...."
https://www.europe1.fr/dossiers/football,"Un exploit à la dernière minute de Kylian Mbappé a permis au Paris SG de remporter un succès mérité contre le Real Madrid (1-0) mardi, dans un 8e de finale aller de la Ligue des champions marqué, aussi, par le penalty raté de Lionel Messi. Pour l'éditorialiste sport Virginie Phulpin, c'est..."
https://www.europe1.fr/dossiers/football,"Après un match maîtrisé et de nombreuses occasions manquées, le PSG s'est finalement imposé face au Real Madrid grâce à un but de son attaquant star Kylian Mbappé, dans les derniers instants du huitième de finale aller de la Ligue des champions (1-0). Le PSG est en bonne voie pour se..."
https://www.europe1.fr/dossiers/football,"Pourtant mentionné sur la feuille de match, le défenseur français de West Ham Kurt Zouma, pris dans un scandale lié à une vidéo où il frappait son chat, est finalement forfait pour le match de la 25e journée de Premier League contre Leicester qu'il devait débuter, dimanche. Zouma ""s'est..."
https://www.europe1.fr/dossiers/football,"Le club qatari d'Al Rayyan a annoncé dimanche que l'ancien sélectionneur des Bleus et entraîneur du Paris SG Laurent Blanc, arrivé au Qatar en décembre 2020, n'est plus l'entraîneur de l'équipe, mal classée en dépit d'un recrutement ambitieux. ""Il a été convenu de mettre fin à la..."
https://www.europe1.fr/dossiers/football,"Le président du Montpellier Hérault Sport Club (MHSC), Laurent Nicollin, a accordé une interview exclusive à Europe 1. Le dirigeant montpelliérain est revenu sur les violences dans les stades qui ont marqué le championnat de France depuis le début de la saison, et préconise davantage de..."
https://footballscoop.com/thescoop/the-scoop-wednesday-march-23-2022,"Ole Miss: Former FAU special teams coordinator and tight ends coach Jason Fairman has joined Lane Kiffin's staff as an analyst, Matt Zenitz tweets. Fairman previously worked with Kiffin at both USC and FAU."
https://footballscoop.com/thescoop/the-scoop-wednesday-march-23-2022,"Indiana: Per source, Minot State (D-II - MN) offensive line coach Danny Friend has joined the staff in a quality control role. More on the addition here."
https://footballscoop.com/thescoop/the-scoop-wednesday-march-23-2022,"New Mexico Military Institute (JC): New Mexico Military Institute Junior College is now accepting applicants for an assistant defensive coach. This will be a Salary position with full benefits. This position will start immediately. Job duties include coaching a position, working with special teams, recruiting area, youth camp coordinator and film breakdown etc. Interested candidates should send resume and references to taufaasau@nmmi.edu."
